Away_Team,Home_Team,Date,Ref_Crew,Accepted_Count,Yards,Away_Count,Away_Yards,Home_Count,Home_Yards,Total_Flags,Week,Year
Cincinnati,Cleveland,10/03/2010,Jerome Boger,15,123,8,79,7,44,15,4,2010
Baltimore,Pittsburgh,10/03/2010,Ed Hochuli,18,140,7,52,11,88,21,4,2010
Denver,Tennessee,10/03/2010,Clete Blakeman,16,185,6,74,10,111,19,4,2010
Detroit,Green Bay,10/03/2010,Mike Carey,16,133,13,102,3,31,20,4,2010
San Francisco,Atlanta,10/03/2010,Tony Corrente,10,101,6,41,4,60,12,4,2010
Carolina,New Orleans,10/03/2010,John Parry,8,102,4,66,4,36,8,4,2010
Seattle,St. Louis,10/03/2010,Pete Morelli,11,90,6,49,5,41,13,4,2010
Indianapolis,Jacksonville,10/03/2010,Ron Winter,10,80,3,35,7,45,10,4,2010
Houston,Oakland,10/03/2010,Scott Green,7,49,5,26,2,23,7,4,2010
Washington,Philadelphia,10/03/2010,Al Riveron,13,110,5,30,8,80,13,4,2010
Arizona,San Diego,10/03/2010,Gene Steratore,10,78,5,34,5,44,11,4,2010
Chicago,N.Y. Giants,10/03/2010,Carl Cheffers,14,84,8,40,6,44,15,4,2010
New England,Miami,10/04/2010,Walt Coleman,8,66,2,26,6,40,8,4,2010
Jacksonville,Buffalo,10/10/2010,Carl Cheffers,10,73,5,38,5,35,12,5,2010
Denver,Baltimore,10/10/2010,Jerome Boger,15,156,10,90,5,66,18,5,2010
Kansas City,Indianapolis,10/10/2010,Terry McAulay,9,83,4,38,5,45,10,5,2010
Green Bay,Washington,10/10/2010,Gene Steratore,13,91,9,63,4,28,13,5,2010
St. Louis,Detroit,10/10/2010,Bill Leavy,18,118,7,40,11,78,21,5,2010
Chicago,Carolina,10/10/2010,Mike Carey,12,98,5,45,7,53,17,5,2010
Tampa Bay,Cincinnati,10/10/2010,Scott Green,12,85,3,25,9,60,12,5,2010
Atlanta,Cleveland,10/10/2010,John Parry,13,118,6,60,7,58,14,5,2010
N.Y. Giants,Houston,10/10/2010,Walt Coleman,17,151,9,84,8,67,21,5,2010
New Orleans,Arizona,10/10/2010,Tony Corrente,9,65,6,45,3,20,13,5,2010
Tennessee,Dallas,10/10/2010,Jeff Triplette,16,173,4,40,12,133,19,5,2010
San Diego,Oakland,10/10/2010,Clete Blakeman,19,138,7,53,12,85,21,5,2010
Philadelphia,San Francisco,10/10/2010,Walt Anderson,15,95,5,30,10,65,17,5,2010
Minnesota,N.Y. Jets,10/11/2010,Pete Morelli,14,106,8,51,6,55,16,5,2010
Miami,Green Bay,10/17/2010,Ed Hochuli,11,75,4,30,7,45,12,6,2010
San Diego,St. Louis,10/17/2010,Scott Green,12,66,6,31,6,35,13,6,2010
Baltimore,New England,10/17/2010,Bill Leavy,17,145,8,67,9,78,21,6,2010
Cleveland,Pittsburgh,10/17/2010,Walt Anderson,8,71,4,46,4,25,11,6,2010
Kansas City,Houston,10/17/2010,Ron Winter,10,88,5,35,5,53,15,6,2010
Detroit,N.Y. Giants,10/17/2010,Jeff Triplette,13,106,11,91,2,15,14,6,2010
Atlanta,Philadelphia,10/17/2010,Walt Coleman,11,108,2,30,9,78,11,6,2010
Seattle,Chicago,10/17/2010,Al Riveron,7,101,5,83,2,18,8,6,2010
New Orleans,Tampa Bay,10/17/2010,Clete Blakeman,14,110,9,80,5,30,14,6,2010
N.Y. Jets,Denver,10/17/2010,Tony Corrente,11,155,6,74,5,81,15,6,2010
Oakland,San Francisco,10/17/2010,Carl Cheffers,19,203,8,60,11,143,21,6,2010
Dallas,Minnesota,10/17/2010,Gene Steratore,16,136,11,91,5,45,17,6,2010
Indianapolis,Washington,10/17/2010,John Parry,10,68,3,15,7,53,11,6,2010
Tennessee,Jacksonville,10/18/2010,Mike Carey,15,112,8,57,7,55,16,6,2010
Cincinnati,Atlanta,10/24/2010,Al Riveron,10,77,7,36,3,41,11,7,2010
Pittsburgh,Miami,10/24/2010,Gene Steratore,8,58,5,34,3,24,10,7,2010
Buffalo,Baltimore,10/24/2010,Pete Morelli,10,96,6,78,4,18,11,7,2010
Jacksonville,Kansas City,10/24/2010,Jerome Boger,13,135,6,43,7,92,13,7,2010
Cleveland,New Orleans,10/24/2010,Walt Coleman,10,123,4,30,6,93,10,7,2010
Washington,Chicago,10/24/2010,Walt Anderson,13,99,7,48,6,51,14,7,2010
San Francisco,Carolina,10/24/2010,Ron Winter,15,116,11,81,4,35,17,7,2010
St. Louis,Tampa Bay,10/24/2010,Mike Carey,18,137,6,45,12,92,21,7,2010
Philadelphia,Tennessee,10/24/2010,Ed Hochuli,16,137,10,100,6,37,19,7,2010
Arizona,Seattle,10/24/2010,Jeff Triplette,15,127,5,32,10,95,17,7,2010
New England,San Diego,10/24/2010,Tony Corrente,13,120,7,51,6,69,14,7,2010
Oakland,Denver,10/24/2010,Terry McAulay,15,158,10,94,5,64,18,7,2010
Minnesota,Green Bay,10/24/2010,Scott Green,8,60,6,40,2,20,8,7,2010
N.Y. Giants,Dallas,10/25/2010,John Parry,11,88,6,46,5,42,11,7,2010
Denver,San Francisco,10/31/2010,Scott Green,14,127,8,60,6,67,16,8,2010
Jacksonville,Dallas,10/31/2010,Clete Blakeman,9,56,6,36,3,20,9,8,2010
Miami,Cincinnati,10/31/2010,Terry McAulay,8,78,4,42,4,36,9,8,2010
Buffalo,Kansas City,10/31/2010,Al Riveron,10,85,5,35,5,50,11,8,2010
Washington,Detroit,10/31/2010,Jerome Boger,17,142,10,77,7,65,18,8,2010
Carolina,St. Louis,10/31/2010,Carl Cheffers,13,95,6,30,7,65,17,8,2010
Green Bay,N.Y. Jets,10/31/2010,Jeff Triplette,10,70,3,15,7,55,12,8,2010
Tennessee,San Diego,10/31/2010,Bill Leavy,18,142,10,80,8,62,19,8,2010
Minnesota,New England,10/31/2010,Walt Anderson,11,82,5,35,6,47,11,8,2010
Tampa Bay,Arizona,10/31/2010,Ron Winter,12,92,9,80,3,12,16,8,2010
Seattle,Oakland,10/31/2010,Ed Hochuli,18,160,7,55,11,105,19,8,2010
Pittsburgh,New Orleans,10/31/2010,Pete Morelli,7,73,4,38,3,35,9,8,2010
Houston,Indianapolis,11/01/2010,Tony Corrente,14,99,5,30,9,69,16,8,2010
N.Y. Jets,Detroit,11/07/2010,Al Riveron,22,201,11,99,11,102,26,9,2010
Miami,Baltimore,11/07/2010,John Parry,9,63,4,23,5,40,10,9,2010
New England,Cleveland,11/07/2010,Clete Blakeman,7,48,3,20,4,28,7,9,2010
San Diego,Houston,11/07/2010,Mike Carey,10,93,6,62,4,31,12,9,2010
Chicago,Buffalo,11/07/2010,Gene Steratore,11,78,7,45,4,33,13,9,2010
Arizona,Minnesota,11/07/2010,Bill Leavy,18,104,7,39,11,65,18,9,2010
Tampa Bay,Atlanta,11/07/2010,Terry McAulay,9,83,5,30,4,53,12,9,2010
New Orleans,Carolina,11/07/2010,Ed Hochuli,17,129,7,64,10,65,20,9,2010
N.Y. Giants,Seattle,11/07/2010,Pete Morelli,14,110,5,40,9,70,16,9,2010
Indianapolis,Philadelphia,11/07/2010,Carl Cheffers,21,184,7,59,14,125,24,9,2010
Kansas City,Oakland,11/07/2010,Jeff Triplette,27,240,12,100,15,140,33,9,2010
Dallas,Green Bay,11/07/2010,Walt Coleman,7,60,5,40,2,20,9,9,2010
Pittsburgh,Cincinnati,11/08/2010,Ron Winter,10,103,7,73,3,30,12,9,2010
Baltimore,Atlanta,11/11/2010,Ron Winter,7,56,6,51,1,5,9,10,2010
Tennessee,Miami,11/14/2010,Pete Morelli,9,118,5,55,4,63,10,10,2010
N.Y. Jets,Cleveland,11/14/2010,Terry McAulay,13,122,9,70,4,52,13,10,2010
Cincinnati,Indianapolis,11/14/2010,Walt Anderson,9,83,4,38,5,45,9,10,2010
Houston,Jacksonville,11/14/2010,Gene Steratore,16,111,8,49,8,62,19,10,2010
Minnesota,Chicago,11/14/2010,Tony Corrente,13,135,2,19,11,116,15,10,2010
Carolina,Tampa Bay,11/14/2010,Jerome Boger,17,151,7,71,10,80,19,10,2010
Detroit,Buffalo,11/14/2010,Walt Coleman,15,90,11,60,4,30,15,10,2010
Kansas City,Denver,11/14/2010,Mike Carey,9,68,6,40,3,28,12,10,2010
Dallas,N.Y. Giants,11/14/2010,Bill Leavy,13,129,5,60,8,69,18,10,2010
Seattle,Arizona,11/14/2010,Scott Green,16,101,6,51,10,50,16,10,2010
St. Louis,San Francisco,11/14/2010,Ed Hochuli,26,240,12,135,14,105,27,10,2010
New England,Pittsburgh,11/14/2010,Carl Cheffers,16,158,10,113,6,45,18,10,2010
Philadelphia,Washington,11/15/2010,Clete Blakeman,12,76,6,35,6,41,12,10,2010
Chicago,Miami,11/18/2010,Bill Leavy,10,90,5,45,5,45,11,11,2010
Baltimore,Carolina,11/21/2010,Al Riveron,10,74,3,20,7,54,11,11,2010
Houston,N.Y. Jets,11/21/2010,Jerome Boger,7,64,3,25,4,39,9,11,2010
Buffalo,Cincinnati,11/21/2010,Ed Hochuli,17,115,10,58,7,57,17,11,2010
Oakland,Pittsburgh,11/21/2010,Tony Corrente,21,218,7,55,14,163,28,11,2010
Cleveland,Jacksonville,11/21/2010,Pete Morelli,7,55,5,45,2,10,7,11,2010
Detroit,Dallas,11/21/2010,Carl Cheffers,16,115,10,76,6,39,17,11,2010
Green Bay,Minnesota,11/21/2010,Clete Blakeman,7,55,1,5,6,50,7,11,2010
Seattle,New Orleans,11/21/2010,Mike Carey,11,103,8,79,3,24,12,11,2010
Washington,Tennessee,11/21/2010,Terry McAulay,14,101,3,20,11,81,15,11,2010
Arizona,Kansas City,11/21/2010,Walt Coleman,16,119,11,96,5,23,16,11,2010
Atlanta,St. Louis,11/21/2010,Walt Anderson,10,84,3,30,7,54,13,11,2010
Tampa Bay,San Francisco,11/21/2010,John Parry,6,53,3,35,3,18,9,11,2010
Indianapolis,New England,11/21/2010,Gene Steratore,7,63,6,48,1,15,8,11,2010
N.Y. Giants,Philadelphia,11/21/2010,Ron Winter,16,173,6,54,10,119,16,11,2010
Denver,San Diego,11/22/2010,Jeff Triplette,13,96,8,56,5,40,17,11,2010
New England,Detroit,11/25/2010,Ron Winter,13,116,5,50,8,66,15,12,2010
New Orleans,Dallas,11/25/2010,Jerome Boger,8,49,4,30,4,19,11,12,2010
Cincinnati,N.Y. Jets,11/25/2010,Mike Carey,10,89,2,25,8,64,10,12,2010
Jacksonville,N.Y. Giants,11/28/2010,Terry McAulay,7,45,3,20,4,25,10,12,2010
Pittsburgh,Buffalo,11/28/2010,John Parry,14,127,10,107,4,20,17,12,2010
Tennessee,Houston,11/28/2010,Clete Blakeman,16,147,10,79,6,68,21,12,2010
Minnesota,Washington,11/28/2010,Ed Hochuli,9,50,3,15,6,35,10,12,2010
Philadelphia,Chicago,11/28/2010,Scott Green,9,75,3,19,6,56,9,12,2010
Green Bay,Atlanta,11/28/2010,Pete Morelli,12,116,8,66,4,50,13,12,2010
Tampa Bay,Baltimore,11/28/2010,Carl Cheffers,13,108,9,78,4,30,14,12,2010
Carolina,Cleveland,11/28/2010,Jeff Triplette,13,114,8,68,5,46,15,12,2010
Kansas City,Seattle,11/28/2010,Tony Corrente,8,76,5,50,3,26,9,12,2010
Miami,Oakland,11/28/2010,Walt Anderson,9,55,5,35,4,20,11,12,2010
St. Louis,Denver,11/28/2010,Bill Leavy,10,90,4,30,6,60,13,12,2010
San Diego,Indianapolis,11/28/2010,Al Riveron,5,55,4,40,1,15,6,12,2010
San Francisco,Arizona,11/29/2010,Gene Steratore,12,101,6,40,6,61,12,12,2010
Houston,Philadelphia,12/02/2010,Walt Anderson,15,110,4,25,11,85,19,13,2010
Buffalo,Minnesota,12/05/2010,Jerome Boger,10,74,6,54,4,20,12,13,2010
Cleveland,Miami,12/05/2010,Al Riveron,8,82,4,45,4,37,8,13,2010
Jacksonville,Tennessee,12/05/2010,Ron Winter,8,61,4,31,4,30,10,13,2010
Denver,Kansas City,12/05/2010,Carl Cheffers,12,95,4,35,8,60,14,13,2010
Washington,N.Y. Giants,12/05/2010,Walt Coleman,10,70,5,35,5,35,12,13,2010
Chicago,Detroit,12/05/2010,Ed Hochuli,10,67,4,25,6,42,12,13,2010
San Francisco,Green Bay,12/05/2010,Bill Leavy,11,72,6,32,5,40,15,13,2010
Atlanta,Tampa Bay,12/05/2010,Tony Corrente,15,157,6,55,9,102,16,13,2010
New Orleans,Cincinnati,12/05/2010,Jeff Triplette,18,143,11,100,7,43,19,13,2010
Oakland,San Diego,12/05/2010,John Parry,16,124,13,105,3,19,18,13,2010
Dallas,Indianapolis,12/05/2010,Pete Morelli,8,63,5,35,3,28,9,13,2010
St. Louis,Arizona,12/05/2010,Clete Blakeman,8,69,2,15,6,54,11,13,2010
Carolina,Seattle,12/05/2010,Gene Steratore,12,73,8,53,4,20,13,13,2010
Pittsburgh,Baltimore,12/05/2010,Terry McAulay,18,114,9,61,9,53,19,13,2010
N.Y. Jets,New England,12/06/2010,Scott Green,5,66,4,56,1,10,6,13,2010
Indianapolis,Tennessee,12/09/2010,John Parry,12,89,7,60,5,29,13,14,2010
New England,Chicago,12/12/2010,Mike Carey,8,73,4,43,4,30,8,14,2010
Cleveland,Buffalo,12/12/2010,Scott Green,8,54,2,10,6,44,9,14,2010
Cincinnati,Pittsburgh,12/12/2010,Walt Coleman,13,114,4,25,9,89,14,14,2010
Oakland,Jacksonville,12/12/2010,Al Riveron,10,77,4,25,6,52,11,14,2010
Tampa Bay,Washington,12/12/2010,Pete Morelli,6,39,2,14,4,25,6,14,2010
Green Bay,Detroit,12/12/2010,Gene Steratore,9,55,3,20,6,35,13,14,2010
Atlanta,Carolina,12/12/2010,Clete Blakeman,7,60,1,10,6,50,7,14,2010
St. Louis,New Orleans,12/12/2010,Tony Corrente,9,94,4,39,5,55,9,14,2010
Seattle,San Francisco,12/12/2010,Carl Cheffers,10,90,8,75,2,15,11,14,2010
Miami,N.Y. Jets,12/12/2010,Ron Winter,11,86,5,36,6,50,13,14,2010
Denver,Arizona,12/12/2010,Jerome Boger,15,128,8,66,7,62,19,14,2010
Kansas City,San Diego,12/12/2010,Walt Anderson,8,62,2,15,6,47,10,14,2010
Philadelphia,Dallas,12/12/2010,Terry McAulay,11,99,6,59,5,40,12,14,2010
Baltimore,Houston,12/13/2010,Bill Leavy,11,66,3,15,8,51,12,14,2010
N.Y. Giants,Minnesota,12/12/2010,Jeff Triplette,17,126,7,55,10,71,21,14,2010
San Francisco,San Diego,12/16/2010,Clete Blakeman,9,95,5,60,4,35,9,15,2010
Kansas City,St. Louis,12/19/2010,Ron Winter,14,100,5,40,9,60,18,15,2010
Buffalo,Miami,12/19/2010,Jeff Triplette,9,79,5,44,4,35,11,15,2010
Cleveland,Cincinnati,12/19/2010,Jerome Boger,9,80,3,25,6,55,15,15,2010
Jacksonville,Indianapolis,12/19/2010,Mike Carey,12,123,6,55,6,68,13,15,2010
Houston,Tennessee,12/19/2010,Gene Steratore,21,142,9,66,12,76,23,15,2010
Washington,Dallas,12/19/2010,Al Riveron,12,95,3,25,9,70,12,15,2010
Philadelphia,N.Y. Giants,12/19/2010,John Parry,9,65,5,30,4,35,10,15,2010
Arizona,Carolina,12/19/2010,Tony Corrente,10,97,4,39,6,58,12,15,2010
Detroit,Tampa Bay,12/19/2010,Terry McAulay,16,122,7,57,9,65,17,15,2010
New Orleans,Baltimore,12/19/2010,Walt Anderson,15,136,5,68,10,68,19,15,2010
Atlanta,Seattle,12/19/2010,Walt Coleman,14,111,4,35,10,76,16,15,2010
N.Y. Jets,Pittsburgh,12/19/2010,Pete Morelli,6,54,3,19,3,35,8,15,2010
Denver,Oakland,12/19/2010,Scott Green,19,177,10,93,9,84,21,15,2010
Green Bay,New England,12/19/2010,Ed Hochuli,9,67,2,15,7,52,10,15,2010
Chicago,Minnesota,12/20/2010,Carl Cheffers,11,127,5,72,6,55,19,15,2010
Carolina,Pittsburgh,12/23/2010,Bill Leavy,10,102,6,62,4,40,13,16,2010
Dallas,Arizona,12/25/2010,Jeff Triplette,13,92,7,49,6,43,15,16,2010
N.Y. Jets,Chicago,12/26/2010,Walt Coleman,9,65,3,34,6,31,10,16,2010
New England,Buffalo,12/26/2010,Al Riveron,12,80,6,40,6,40,12,16,2010
Baltimore,Cleveland,12/26/2010,John Parry,3,25,1,5,2,20,6,16,2010
Tennessee,Kansas City,12/26/2010,Scott Green,16,158,9,74,7,84,24,16,2010
Seattle,Tampa Bay,12/26/2010,Clete Blakeman,4,32,1,10,3,22,4,16,2010
San Francisco,St. Louis,12/26/2010,Pete Morelli,13,128,8,87,5,41,16,16,2010
Detroit,Miami,12/26/2010,Tony Corrente,14,116,6,53,8,63,16,16,2010
Washington,Jacksonville,12/26/2010,Jerome Boger,12,106,5,40,7,66,14,16,2010
Houston,Denver,12/26/2010,Ron Winter,7,51,3,24,4,27,8,16,2010
Indianapolis,Oakland,12/26/2010,Terry McAulay,14,158,4,42,10,116,15,16,2010
N.Y. Giants,Green Bay,12/26/2010,Walt Anderson,8,76,5,45,3,31,8,16,2010
San Diego,Cincinnati,12/26/2010,Gene Steratore,7,62,1,5,6,57,9,16,2010
New Orleans,Atlanta,12/27/2010,Ed Hochuli,9,102,8,92,1,10,15,16,2010
Minnesota,Philadelphia,12/28/2010,Mike Carey,17,136,5,74,12,62,18,16,2010
Miami,New England,01/02/2011,Terry McAulay,10,112,5,40,5,72,10,17,2010
Buffalo,N.Y. Jets,01/02/2011,Carl Cheffers,6,40,3,15,3,25,8,17,2010
Cincinnati,Baltimore,01/02/2011,Pete Morelli,11,94,4,49,7,45,15,17,2010
Pittsburgh,Cleveland,01/02/2011,Ron Winter,9,71,3,25,6,46,12,17,2010
Jacksonville,Houston,01/02/2011,Jeff Triplette,7,63,2,15,5,48,7,17,2010
Tennessee,Indianapolis,01/02/2011,Ed Hochuli,12,83,7,58,5,25,14,17,2010
Oakland,Kansas City,01/02/2011,Bill Leavy,15,116,10,77,5,39,15,17,2010
Dallas,Philadelphia,01/02/2011,Tony Corrente,10,85,6,45,4,40,11,17,2010
N.Y. Giants,Washington,01/02/2011,Scott Green,6,49,2,24,4,25,7,17,2010
Minnesota,Detroit,01/02/2011,Walt Anderson,8,58,3,25,5,33,12,17,2010
Chicago,Green Bay,01/02/2011,Al Riveron,10,76,6,46,4,30,10,17,2010
Carolina,Atlanta,01/02/2011,John Parry,14,117,10,97,4,20,14,17,2010
Tampa Bay,New Orleans,01/02/2011,Gene Steratore,12,99,7,54,5,45,14,17,2010
San Diego,Denver,01/02/2011,Walt Coleman,8,77,3,32,5,45,12,17,2010
Arizona,San Francisco,01/02/2011,Mike Carey,13,68,8,43,5,25,16,17,2010
St. Louis,Seattle,01/02/2011,Jerome Boger,13,116,6,46,7,70,13,17,2010
New Orleans,Green Bay,09/08/2011,Clete Blakeman,9,63,3,15,6,48,11,1,2011
Pittsburgh,Baltimore,09/11/2011,Tony Corrente,13,128,6,53,7,75,13,1,2011
Cincinnati,Cleveland,09/11/2011,Bill Leavy,14,94,3,22,11,72,18,1,2011
Indianapolis,Houston,09/11/2011,Walt Coleman,10,90,6,60,4,30,11,1,2011
Tennessee,Jacksonville,09/11/2011,Mike Carey,12,99,7,60,5,39,17,1,2011
Buffalo,Kansas City,09/11/2011,Scott Green,6,33,5,30,1,3,9,1,2011
Atlanta,Chicago,09/11/2011,Ed Hochuli,17,121,9,65,8,56,18,1,2011
Detroit,Tampa Bay,09/11/2011,Walt Anderson,14,107,8,68,6,39,16,1,2011
Philadelphia,St. Louis,09/11/2011,Gene Steratore,17,151,8,91,9,60,21,1,2011
N.Y. Giants,Washington,09/11/2011,Ron Winter,11,88,8,63,3,25,11,1,2011
Carolina,Arizona,09/11/2011,Carl Cheffers,16,135,10,74,6,61,18,1,2011
Seattle,San Francisco,09/11/2011,Jeff Triplette,20,174,11,72,9,102,27,1,2011
Minnesota,San Diego,09/11/2011,Terry McAulay,13,104,9,78,4,26,14,1,2011
Dallas,N.Y. Jets,09/11/2011,Al Riveron,7,40,7,40,0,0,7,1,2011
New England,Miami,09/12/2011,Pete Morelli,15,110,7,50,8,60,19,1,2011
Oakland,Denver,09/12/2011,Jerome Boger,25,222,15,131,10,91,29,1,2011
Kansas City,Detroit,09/18/2011,Tony Corrente,12,105,8,70,4,35,15,2,2011
Oakland,Buffalo,09/18/2011,Mike Carey,11,111,8,85,3,26,12,2,2011
Baltimore,Tennessee,09/18/2011,Clete Blakeman,13,114,7,44,6,70,13,2,2011
Jacksonville,N.Y. Jets,09/18/2011,Scott Green,11,110,4,50,7,60,12,2,2011
Cleveland,Indianapolis,09/18/2011,Gene Steratore,7,70,3,49,4,21,9,2,2011
Arizona,Washington,09/18/2011,Pete Morelli,13,112,10,97,3,15,16,2,2011
Tampa Bay,Minnesota,09/18/2011,Jeff Triplette,14,118,6,53,8,65,16,2,2011
Green Bay,Carolina,09/18/2011,Al Riveron,13,107,7,57,6,50,15,2,2011
Chicago,New Orleans,09/18/2011,Walt Coleman,13,88,6,47,7,41,14,2,2011
Seattle,Pittsburgh,09/18/2011,Bill Leavy,10,114,6,66,4,48,12,2,2011
Dallas,San Francisco,09/18/2011,Ron Winter,13,108,8,83,5,25,13,2,2011
San Diego,New England,09/18/2011,Walt Anderson,14,124,6,44,8,80,17,2,2011
Cincinnati,Denver,09/18/2011,Ed Hochuli,14,124,7,69,7,55,15,2,2011
Houston,Miami,09/18/2011,John Parry,7,96,4,76,3,20,10,2,2011
Philadelphia,Atlanta,09/18/2011,Carl Cheffers,11,77,4,20,7,57,17,2,2011
St. Louis,N.Y. Giants,09/19/2011,Terry McAulay,13,140,8,85,5,55,14,2,2011
Jacksonville,Carolina,09/25/2011,Bill Leavy,16,129,8,60,8,69,16,3,2011
Houston,New Orleans,09/25/2011,Tony Corrente,11,82,7,56,4,26,13,3,2011
New England,Buffalo,09/25/2011,Carl Cheffers,17,170,8,93,9,77,19,3,2011
Miami,Cleveland,09/25/2011,Walt Anderson,18,178,10,93,8,85,18,3,2011
Denver,Tennessee,09/25/2011,John Parry,12,95,1,15,11,80,12,3,2011
N.Y. Giants,Philadelphia,09/25/2011,Jeff Triplette,11,57,4,21,7,36,12,3,2011
Detroit,Minnesota,09/25/2011,Ron Winter,17,144,7,65,10,79,23,3,2011
San Francisco,Cincinnati,09/25/2011,Jerome Boger,18,110,12,70,6,40,20,3,2011
N.Y. Jets,Oakland,09/25/2011,Gene Steratore,14,116,7,61,7,55,16,3,2011
Kansas City,San Diego,09/25/2011,Walt Coleman,11,105,7,65,4,40,12,3,2011
Baltimore,St. Louis,09/25/2011,Scott Green,12,134,5,32,7,102,13,3,2011
Green Bay,Chicago,09/25/2011,Mike Carey,17,105,7,35,10,70,24,3,2011
Arizona,Seattle,09/25/2011,Al Riveron,10,59,2,20,8,39,13,3,2011
Atlanta,Tampa Bay,09/25/2011,Clete Blakeman,16,116,7,50,9,66,20,3,2011
Pittsburgh,Indianapolis,09/25/2011,Terry McAulay,7,59,4,38,3,21,8,3,2011
Washington,Dallas,09/26/2011,Ed Hochuli,10,90,4,35,6,55,10,3,2011
Buffalo,Cincinnati,10/02/2011,Gene Steratore,7,41,4,26,3,15,9,4,2011
Tennessee,Cleveland,10/02/2011,Pete Morelli,10,85,5,45,5,40,12,4,2011
Pittsburgh,Houston,10/02/2011,Clete Blakeman,14,109,5,45,9,64,15,4,2011
Detroit,Dallas,10/02/2011,John Parry,17,108,10,75,7,33,21,4,2011
San Francisco,Philadelphia,10/02/2011,Al Riveron,10,95,5,40,5,55,12,4,2011
Carolina,Chicago,10/02/2011,Terry McAulay,13,97,8,52,5,45,13,4,2011
Washington,St. Louis,10/02/2011,Walt Coleman,19,161,10,96,9,65,21,4,2011
New Orleans,Jacksonville,10/02/2011,Ed Hochuli,8,65,6,50,2,15,9,4,2011
Minnesota,Kansas City,10/02/2011,Bill Leavy,12,102,6,45,6,57,16,4,2011
N.Y. Giants,Arizona,10/02/2011,Jerome Boger,18,173,8,70,10,103,22,4,2011
Atlanta,Seattle,10/02/2011,Walt Anderson,10,75,5,50,5,25,12,4,2011
Denver,Green Bay,10/02/2011,Scott Green,6,51,3,24,3,27,7,4,2011
New England,Oakland,10/02/2011,Tony Corrente,14,130,5,45,9,85,16,4,2011
Miami,San Diego,10/02/2011,Jeff Triplette,10,121,2,41,8,80,10,4,2011
N.Y. Jets,Baltimore,10/02/2011,Mike Carey,16,115,9,69,7,46,16,4,2011
Indianapolis,Tampa Bay,10/03/2011,Ron Winter,20,156,6,50,14,106,22,4,2011
Tennessee,Pittsburgh,10/09/2011,Walt Anderson,14,121,10,85,4,36,15,5,2011
Oakland,Houston,10/09/2011,Pete Morelli,17,139,11,89,6,50,18,5,2011
Kansas City,Indianapolis,10/09/2011,Carl Cheffers,9,79,5,39,4,40,15,5,2011
Cincinnati,Jacksonville,10/09/2011,Al Riveron,6,48,4,33,2,15,10,5,2011
Seattle,N.Y. Giants,10/09/2011,Ed Hochuli,17,122,10,70,7,52,20,5,2011
Arizona,Minnesota,10/09/2011,Scott Green,11,99,6,64,5,35,12,5,2011
New Orleans,Carolina,10/09/2011,John Parry,16,147,9,82,7,65,16,5,2011
Philadelphia,Buffalo,10/09/2011,Walt Coleman,9,86,5,46,4,40,10,5,2011
Tampa Bay,San Francisco,10/09/2011,Terry McAulay,12,126,9,96,3,30,14,5,2011
N.Y. Jets,New England,10/09/2011,Jerome Boger,14,139,8,89,6,50,14,5,2011
San Diego,Denver,10/09/2011,Gene Steratore,4,53,0,0,4,53,7,5,2011
Green Bay,Atlanta,10/09/2011,Jeff Triplette,11,99,6,55,5,44,12,5,2011
Chicago,Detroit,10/10/2011,Clete Blakeman,26,198,14,104,12,94,26,5,2011
Buffalo,N.Y. Giants,10/16/2011,Clete Blakeman,14,154,8,91,6,63,17,6,2011
Indianapolis,Cincinnati,10/16/2011,John Parry,13,122,2,11,11,111,15,6,2011
Jacksonville,Pittsburgh,10/16/2011,Ron Winter,12,87,4,22,8,65,14,6,2011
Philadelphia,Washington,10/16/2011,Bill Leavy,17,135,8,60,9,75,18,6,2011
San Francisco,Detroit,10/16/2011,Mike Carey,21,174,15,120,6,54,23,6,2011
St. Louis,Green Bay,10/16/2011,Ed Hochuli,10,61,7,45,3,16,12,6,2011
Carolina,Atlanta,10/16/2011,Pete Morelli,11,142,7,85,4,57,16,6,2011
Cleveland,Oakland,10/16/2011,Carl Cheffers,10,69,5,34,5,35,11,6,2011
Houston,Baltimore,10/16/2011,Gene Steratore,10,40,5,15,5,25,12,6,2011
New Orleans,Tampa Bay,10/16/2011,Jerome Boger,14,117,7,53,7,64,17,6,2011
Dallas,New England,10/16/2011,Walt Coleman,15,112,10,77,5,35,20,6,2011
Minnesota,Chicago,10/16/2011,Walt Anderson,8,55,5,40,3,15,9,6,2011
Miami,N.Y. Jets,10/17/2011,Tony Corrente,8,59,2,10,6,49,10,6,2011
Denver,Miami,10/23/2011,Clete Blakeman,7,50,5,30,2,20,8,7,2011
San Diego,N.Y. Jets,10/23/2011,Ron Winter,21,155,13,95,8,60,22,7,2011
Houston,Tennessee,10/23/2011,Terry McAulay,14,144,6,68,8,76,15,7,2011
Atlanta,Detroit,10/23/2011,Bill Leavy,21,164,11,80,10,84,25,7,2011
Washington,Carolina,10/23/2011,Jerome Boger,16,131,3,26,13,105,18,7,2011
Chicago,Tampa Bay,10/23/2011,Tony Corrente,15,123,7,54,8,69,17,7,2011
Seattle,Cleveland,10/23/2011,Mike Carey,15,116,8,68,7,48,16,7,2011
Pittsburgh,Arizona,10/23/2011,John Parry,18,136,9,69,9,67,20,7,2011
Kansas City,Oakland,10/23/2011,Jeff Triplette,24,218,10,98,14,120,26,7,2011
